Season,Week,Contestant,Fan_Vote_Percentage,Uncertainty,Certainty_Level,Is_Eliminated
2,1,Tatum O'Neal,0.0026352057034046026,0.0018857394349979086,0.9981142605650021,False
2,1,Tia Carrere,0.00681036560853268,0.005351338678741244,0.9946486613212587,False
2,1,George Hamilton,4.5394670349921005e-07,3.056649157453664e-07,0.9999996943350843,False
2,1,Lisa Rinna,0.00256489556081804,0.0019382045750619531,0.998061795424938,False
2,1,Stacy Keibler,0.7283401857831461,0.14431406478812542,0.8556859352118746,False
2,1,Jerry Rice,0.0019169713635810918,0.0013295239039084117,0.9986704760960916,False
2,1,Giselle Fernandez,0.0013877786297566354,0.0009537865055442613,0.9990462134944558,False
2,1,Master P,0.014098756390052272,0.012405142543948188,0.9875948574560518,False
2,1,Drew Lachey,0.24167190413752968,0.13813831287868264,0.8618616871213174,True
2,1,Kenny Mayne,0.0005734828764753691,0.0004123001834804403,0.9995876998165195,False
2,2,Tatum O'Neal,0.004772718359435097,0.0003789296834578677,0.9996210703165421,False
2,2,Tia Carrere,0.013285695236459526,0.0010709427354676302,0.9989290572645324,False
2,2,George Hamilton,1.638199081440818e-05,1.3187882868942324e-06,0.9999986812117131,False
2,2,Lisa Rinna,0.005803125511144205,0.0004702024257660857,0.9995297975742339,False
2,2,Stacy Keibler,0.7006247120480301,0.017649188041240844,0.9823508119587592,False
2,2,Jerry Rice,0.006046058191458646,0.000488148593057038,0.999511851406943,True
2,2,Giselle Fernandez,0.0051813266383055,0.00041789272667369794,0.9995821072733263,False
2,2,Master P,0.013849485007350287,0.0010858750922277012,0.9989141249077723,False
2,2,Drew Lachey,0.2504204970170023,0.016612239733056,0.983387760266944,False
2,3,Tia Carrere,0.03649100878804519,0.002849915058573582,0.9971500849414264,False
2,3,George Hamilton,0.05601051501959023,0.004357496433600794,0.9956425035663992,False
2,3,Lisa Rinna,0.0006425760228156266,5.1534417469275794e-05,0.9999484655825307,False
2,3,Stacy Keibler,0.04500253600114881,0.0035055156196055356,0.9964944843803945,True
2,3,Jerry Rice,0.7303587294690174,0.013887350870054549,0.9861126491299455,False
2,3,Giselle Fernandez,0.032280939962265866,0.0025012738410727215,0.9974987261589273,False
2,3,Master P,0.016455856900394663,0.001310586054170228,0.9986894139458298,False
2,3,Drew Lachey,0.08275783783672218,0.006220471488410389,0.9937795285115896,False
2,4,Tia Carrere,0.0818789365091184,0.005946945373331317,0.9940530546266687,False
2,4,George Hamilton,0.09051476512030311,0.006549654856324509,0.9934503451436755,False
2,4,Lisa Rinna,0.005097715365438952,0.000389574459153565,0.9996104255408464,True
2,4,Stacy Keibler,0.0994983631127232,0.007134885995840366,0.9928651140041597,False
2,4,Jerry Rice,0.6355239888180634,0.016493369138886802,0.9835066308611132,False
2,4,Master P,0.033189156602001404,0.0025092363426200155,0.99749076365738,False
2,4,Drew Lachey,0.05429707447235163,0.0041125771695434375,0.9958874228304566,False
2,5,Tia Carrere,0.09026566414413703,0.006157710414851153,0.9938422895851489,False
2,5,George Hamilton,0.12205107206886816,0.008103352693512162,0.9918966473064879,True
2,5,Lisa Rinna,0.018306026804251446,0.0013341818306902558,0.9986658181693098,False
2,5,Stacy Keibler,0.2565629904552874,0.014854661023973936,0.9851453389760261,False
2,5,Jerry Rice,0.4277989296285374,0.018409071179935118,0.9815909288200649,False
2,5,Drew Lachey,0.08501531689891863,0.005816147108918914,0.9941838528910811,False
2,6,George Hamilton,0.08793286747032777,0.006055162515371199,0.9939448374846288,False
2,6,Lisa Rinna,0.1606919401667366,0.010289115197868062,0.989710884802132,False
2,6,Stacy Keibler,0.0564511325333738,0.0039991721860835805,0.9960008278139164,False
2,6,Jerry Rice,0.18267624992063544,0.011616262657569865,0.9883837373424301,False
2,6,Drew Lachey,0.5122478099089265,0.0182871231025214,0.9817128768974785,False
2,7,Lisa Rinna,0.20211591815002009,0.012323797984400763,0.9876762020155992,False
2,7,Stacy Keibler,0.3429032795236313,0.017700142734270993,0.982299857265729,False
2,7,Jerry Rice,0.07999981666598405,0.005544132033053142,0.9944558679669468,False
2,7,Drew Lachey,0.37498098566036464,0.018225612408781795,0.9817743875912182,False
2,8,Stacy Keibler,0.41953463979929484,0.019313185421315847,0.9806868145786841,False
2,8,Jerry Rice,0.34024442772850017,0.01775233570179941,0.9822476642982005,False
2,8,Drew Lachey,0.24022093247220505,0.01418932422209349,0.9858106757779065,False
3,1,Harry Hamlin,1.0310163177937831e-05,7.175668476358427e-06,0.9999928243315236,False
3,1,Vivica A. Fox,0.0008116236245444143,0.0005683593846506935,0.9994316406153493,False
3,1,Monique Coleman,0.38577796084562777,0.15612435163872015,0.8438756483612798,False
3,1,Joey Lawrence,0.06996184802645224,0.04454758161579985,0.9554524183842001,False
3,1,Mario Lopez,0.03636870023943495,0.024331262303498937,0.9756687376965011,False
3,1,Emmitt Smith,0.006970151055340362,0.004862251402417106,0.9951377485975829,True
3,1,Shanna Moakler,0.04734200165047793,0.031806036932219145,0.9681939630677808,False
3,1,Willa Ford,0.4342749368445611,0.15921024572374365,0.8407897542762564,False
3,1,Sara Evans,0.013356892202657109,0.00930569848094908,0.9906943015190509,False
3,1,Jerry Springer,5.662548036720241e-07,4.009717134428225e-07,0.9999995990282866,False
3,1,Tucker Carlson,0.005125009092922633,0.003589728383275606,0.9964102716167244,False
3,2,Harry Hamlin,0.00013199043063592431,9.834619946719947e-06,0.9999901653800533,False
3,2,Vivica A. Fox,0.0038852212172757884,0.0002828092631055777,0.9997171907368945,False
3,2,Monique Coleman,0.3957216697949,0.017953516280978753,0.9820464837190213,False
3,2,Joey Lawrence,0.15430253778621086,0.009911174208693292,0.9900888257913067,False
3,2,Mario Lopez,0.04045804325488321,0.002875754803437676,0.9971242451965623,True
3,2,Emmitt Smith,0.017512882915957748,0.0012583062080451098,0.9987416937919549,False
3,2,Shanna Moakler,0.05424179653172651,0.0038074875468952322,0.9961925124531048,False
3,2,Willa Ford,0.31379915915120277,0.01647952800670443,0.9835204719932956,False
3,2,Sara Evans,0.019932844690767615,0.0014425041515639216,0.9985574958484361,False
3,2,Jerry Springer,1.3854226439763107e-05,1.0201336566511503e-06,0.9999989798663433,False
3,3,Harry Hamlin,0.0008721208823871751,6.392147076077146e-05,0.9999360785292393,False
3,3,Vivica A. Fox,0.016618960014458433,0.0012020816944663482,0.9987979183055337,False
3,3,Monique Coleman,0.4232727281765509,0.01799523772789615,0.9820047622721039,False
3,3,Joey Lawrence,0.12228685647849505,0.008026987355736226,0.9919730126442637,True
3,3,Mario Lopez,0.04796112758428783,0.0033386650753963265,0.9966613349246036,False
3,3,Emmitt Smith,0.018839628861111235,0.0013544908542426663,0.9986455091457573,False
3,3,Willa Ford,0.05886879129504357,0.004107326436419477,0.9958926735635806,False
3,3,Sara Evans,0.2852665657070591,0.01537858110212962,0.9846214188978704,False
3,3,Jerry Springer,0.026013221000606764,0.0018698039762887206,0.9981301960237112,False
3,4,Vivica A. Fox,0.003916621128709021,0.00028090458982596585,0.999719095410174,False
3,4,Monique Coleman,0.030791179789381964,0.002187853218125083,0.9978121467818749,True
3,4,Joey Lawrence,0.4068226796502969,0.01771008131705124,0.9822899186829488,False
3,4,Mario Lopez,0.21049429373919712,0.012591137420296935,0.9874088625797031,False
3,4,Emmitt Smith,0.0647790036816539,0.004467508232547695,0.9955324917674523,False
3,4,Willa Ford,0.05115206818092949,0.003512917808541606,0.9964870821914584,False
3,4,Sara Evans,0.04919909525853018,0.0033910301959108333,0.9966089698040892,False
3,4,Jerry Springer,0.1828450585713015,0.011070970469889172,0.9889290295301109,False
3,5,Monique Coleman,0.016951193724733016,0.00122779524999448,0.9987722047500055,False
3,5,Joey Lawrence,0.046071690274216606,0.0032404248187756193,0.9967595751812244,False
3,5,Mario Lopez,0.4368397521388271,0.018011981543590468,0.9819880184564095,False
3,5,Emmitt Smith,0.275277366274176,0.015190994054659747,0.9848090059453403,False
3,5,Willa Ford,0.12075555167227725,0.007925656436364717,0.9920743435636353,False
3,5,Sara Evans,0.05277676924591283,0.003750939814876803,0.9962490601851232,False
3,5,Jerry Springer,0.05132767666985709,0.003587076412160941,0.9964129235878391,True
3,6,Monique Coleman,0.033831066247006644,0.0025058477567450176,0.997494152243255,False
3,6,Joey Lawrence,0.07463498138652466,0.005304547636022885,0.9946954523639772,False
3,6,Mario Lopez,0.5208437007744174,0.01931399990473448,0.9806860000952655,False
3,6,Emmitt Smith,0.28622226946937357,0.016487033392851687,0.9835129666071483,False
3,6,Jerry Springer,0.08446798212267782,0.0059992936333946095,0.9940007063666054,False
3,7,Monique Coleman,0.05686882641717196,0.004021290598692542,0.9959787094013075,False
3,7,Joey Lawrence,0.12278290150128054,0.008265682730177725,0.9917343172698223,False
3,7,Mario Lopez,0.4452720740969305,0.01887837161613771,0.9811216283838623,False
3,7,Emmitt Smith,0.3145912577912849,0.01681430455102786,0.9831856954489722,False
3,7,Jerry Springer,0.06048494019333244,0.004211619854135237,0.9957883801458648,False
3,8,Monique Coleman,0.06049315153315228,0.004489041165492603,0.9955109588345074,False
3,8,Joey Lawrence,0.12660271214980318,0.008704538540271952,0.991295461459728,False
3,8,Mario Lopez,0.5681552827056299,0.01908808382338256,0.9809119161766174,False
3,8,Emmitt Smith,0.2447488536114149,0.015120693240263619,0.9848793067597363,False
3,9,Joey Lawrence,0.13398856170441237,0.00944275474507934,0.9905572452549206,False
3,9,Mario Lopez,0.22445654133776463,0.014655387644542424,0.9853446123554576,False
3,9,Emmitt Smith,0.6415548969578233,0.018305226182315077,0.9816947738176849,False
3,10,Mario Lopez,0.41064665622870267,0.021885948448393658,0.9781140515516064,False
3,10,Emmitt Smith,0.5893533437712974,0.021885948448393658,0.9781140515516064,False
4,1,John Ratzenberger,2.222970171350996e-06,1.4856984252698136e-06,0.9999985143015747,False
4,1,Ian Ziering,0.0014075043998722492,0.000936022847275293,0.9990639771527247,False
4,1,Clyde Drexler,0.0005914974274828462,0.00038932561560579295,0.9996106743843942,False
4,1,Laila Ali,0.1757254460511451,0.0940254893795071,0.905974510620493,False
4,1,Apolo Anton Ohno,0.49548101265928124,0.1417259365241131,0.8582740634758869,True
4,1,Shandi Finnessey,0.20691750445822701,0.10406461631762393,0.895935383682376,False
4,1,Paulina Porizkova,0.0017553327093587962,0.0011541055316171755,0.9988458944683828,False
4,1,Heather Mills,0.0037916537499617245,0.002501108056674567,0.9974988919433254,False
4,1,Billy Ray Cyrus,0.0004639903947300149,0.0003080938612034501,0.9996919061387965,False
4,1,Joey Fatone,0.11379213655188206,0.06592420168499757,0.9340757983150024,False
4,1,Leeza Gibbons,7.169862788773553e-05,4.7681273129498585e-05,0.9999523187268705,False
4,2,John Ratzenberger,4.3265084832491055e-05,3.251450520794211e-06,0.9999967485494792,False
4,2,Ian Ziering,0.004447321092061787,0.0003354113959038086,0.9996645886040962,False
4,2,Clyde Drexler,0.0015204139422597932,0.0001131274825282228,0.9998868725174718,False
4,2,Laila Ali,0.2434856603119323,0.014533400258652598,0.9854665997413474,False
4,2,Apolo Anton Ohno,0.486336431191018,0.01864066237365788,0.9813593376263421,False
4,2,Shandi Finnessey,0.12154650494394227,0.008241468058396309,0.9917585319416037,False
4,2,Paulina Porizkova,0.004632321475779697,0.00034247698273114806,0.9996575230172688,False
4,2,Heather Mills,0.011269648506377475,0.0008292532056148052,0.9991707467943852,False
4,2,Billy Ray Cyrus,0.0018195162536399322,0.00013548937600161426,0.9998645106239984,False
4,2,Joey Fatone,0.12440596270682679,0.008272513754239496,0.9917274862457605,True
4,2,Leeza Gibbons,0.0004929544913295533,3.6576863936659744e-05,0.9999634231360633,False
4,3,John Ratzenberger,0.000423517217452004,3.12308987183735e-05,0.9999687691012816,False
4,3,Ian Ziering,0.01770429386479347,0.00126344885365113,0.9987365511463488,False
4,3,Clyde Drexler,0.003128173786328735,0.00022856506498111683,0.9997714349350189,False
4,3,Laila Ali,0.20111998473137527,0.012141636214695804,0.9878583637853042,True
4,3,Apolo Anton Ohno,0.41989024936259434,0.017854347841323906,0.9821456521586761,False
4,3,Shandi Finnessey,0.124117895393277,0.008142096921650733,0.9918579030783493,False
4,3,Heather Mills,0.0182394053797442,0.0013147950058152085,0.9986852049941848,False
4,3,Billy Ray Cyrus,0.02349557742536253,0.0016922110222680304,0.998307788977732,False
4,3,Joey Fatone,0.009472123453410116,0.0006860262117727021,0.9993139737882273,False
4,3,Leeza Gibbons,0.18240877938566236,0.011259202415818735,0.9887407975841813,False
4,4,John Ratzenberger,0.0018736164665621132,0.0001376597353313257,0.9998623402646687,False
4,4,Ian Ziering,0.04422677682532413,0.0031116763943406104,0.9968883236056594,True
4,4,Clyde Drexler,0.007084521682580545,0.0005209992402408419,0.9994790007597592,False
4,4,Laila Ali,0.1970979919127178,0.011941543389383224,0.9880584566106168,False
4,4,Apolo Anton Ohno,0.4645755176971157,0.017685408873306777,0.9823145911266932,False
4,4,Heather Mills,0.16108648672689618,0.010189393509737094,0.9898106064902629,False
4,4,Billy Ray Cyrus,0.036721029932380383,0.0026388664953944994,0.9973611335046055,False
4,4,Joey Fatone,0.07083038691499233,0.00490284136749464,0.9950971586325054,False
4,4,Leeza Gibbons,0.016503671841430943,0.001196387753676899,0.9988036122463231,False
4,5,John Ratzenberger,0.004861962018793551,0.0003573905415925697,0.9996426094584074,False
4,5,Ian Ziering,0.06188425739203504,0.0042949912216560925,0.9957050087783439,False
4,5,Clyde Drexler,0.009354890895946953,0.0006785975248012583,0.9993214024751987,False
4,5,Laila Ali,0.2195902451261563,0.013036006797643152,0.9869639932023568,False
4,5,Apolo Anton Ohno,0.44684894882348214,0.018011119359815562,0.9819888806401844,False
4,5,Heather Mills,0.12962275670322262,0.008434232521385964,0.991565767478614,False
4,5,Billy Ray Cyrus,0.036864320981574925,0.0026109983840862322,0.9973890016159138,True
4,5,Joey Fatone,0.09097261805878862,0.006181781640475851,0.9938182183595241,False
4,6,John Ratzenberger,0.009858652870972468,0.0007105788054429759,0.999289421194557,True
4,6,Ian Ziering,0.09237331048708944,0.006142434594674088,0.9938575654053259,False
4,6,Laila Ali,0.03549669153903014,0.0024984737617118648,0.9975015262382881,False
4,6,Apolo Anton Ohno,0.32313226280829216,0.016250833241402942,0.983749166758597,False
4,6,Heather Mills,0.33693620122859524,0.016713076507064557,0.9832869234929354,False
4,6,Billy Ray Cyrus,0.11768618634930667,0.007612752739081532,0.9923872472609184,False
4,6,Joey Fatone,0.08451669471671389,0.005725765267828159,0.9942742347321718,False
4,7,John Ratzenberger,0.021147657507760157,0.0015050671172850102,0.998494932882715,False
4,7,Ian Ziering,0.14417797374454447,0.009093584577653873,0.9909064154223461,False
4,7,Laila Ali,0.08991974293901199,0.005963105518416812,0.9940368944815832,False
4,7,Apolo Anton Ohno,0.3464258900892188,0.01660086656731357,0.9833991334326865,False
4,7,Billy Ray Cyrus,0.1903121918459741,0.011317869058186906,0.9886821309418131,False
4,7,Joey Fatone,0.20801654387349072,0.01217017594927738,0.9878298240507226,False
4,8,Ian Ziering,0.04604467944164625,0.0032014756639769867,0.996798524336023,False
4,8,Laila Ali,0.22774169127517555,0.013088191519644425,0.9869118084803555,False
4,8,Apolo Anton Ohno,0.20214792250173855,0.011803229678038239,0.9881967703219617,False
4,8,Billy Ray Cyrus,0.22287147674593583,0.01289810031363348,0.9871018996863665,False
4,8,Joey Fatone,0.30119423003550405,0.015302855147405165,0.9846971448525949,False
4,9,Ian Ziering,0.05689852809223478,0.004057687464201387,0.9959423125357986,False
4,9,Laila Ali,0.35933233055657227,0.018043749500773226,0.9819562504992267,False
4,9,Apolo Anton Ohno,0.23011733335612491,0.013865761071966014,0.986134238928034,False
4,9,Joey Fatone,0.3536518079950683,0.017703130854060077,0.9822968691459399,False
4,10,Laila Ali,0.08446694466264458,0.006363499144356656,0.9936365008556434,False
4,10,Apolo Anton Ohno,0.6303298194789987,0.019426544702632744,0.9805734552973673,False
4,10,Joey Fatone,0.2852032358583569,0.017658324926699654,0.9823416750733004,False
5,1,Cameron Mathison,0.0016247846416282857,0.0011562024207721186,0.9988437975792279,False
5,1,Jane Seymour,2.463648336043844e-06,1.7303489431394235e-06,0.9999982696510569,False
5,1,Sabrina Bryan,0.3784875510688125,0.16043429626301584,0.8395657037369841,False
5,1,Jennie Garth,0.005169063950368059,0.0037287062491890583,0.9962712937508109,False
5,1,Floyd Mayweather Jr.,0.03566519599744909,0.024308661528140176,0.9756913384718598,False
5,1,Josie Maran,0.045507852330911966,0.03095696379665152,0.9690430362033485,False
5,1,Albert Reed,0.502374529264641,0.16663517488925614,0.8333648251107438,False
5,1,Helio Castroneves,0.014811544036764327,0.010380760369210538,0.9896192396307895,True
5,1,Mel B,0.016264718090989103,0.011462706059040704,0.9885372939409593,False
5,1,Wayne Newton,1.0312909636694171e-07,7.396526139744378e-08,0.9999999260347386,False
5,1,Marie Osmond,6.185887584451902e-05,4.418686620985402e-05,0.9999558131337901,False
5,1,Mark Cuban,3.0334965158843964e-05,2.2047763035726716e-05,0.9999779522369643,False
5,2,Cameron Mathison,0.004570008888625568,0.000348589172814903,0.9996514108271851,False
5,2,Jane Seymour,4.878707046449482e-05,3.7033617786202446e-06,0.9999962966382214,False
5,2,Sabrina Bryan,0.36141113310087913,0.018872135686604456,0.9811278643133955,False
5,2,Jennie Garth,0.010262861267327516,0.0007760389263593449,0.9992239610736406,False
5,2,Floyd Mayweather Jr.,0.040121984288070144,0.0029569313599779163,0.9970430686400221,False
5,2,Albert Reed,0.047369888240586716,0.003487590031008751,0.9965124099689913,False
5,2,Helio Castroneves,0.4967004532270419,0.019878714809572557,0.9801212851904274,False
5,2,Mel B,0.026009854046324825,0.001943690654452971,0.998056309345547,True
5,2,Wayne Newton,0.013146864536974362,0.000993640166959605,0.9990063598330404,False
5,2,Marie Osmond,6.946838105450831e-06,5.299269166291355e-07,0.9999994700730833,False
5,2,Mark Cuban,0.0003512184955998749,2.678827840051205e-05,0.9999732117215995,False
5,3,Cameron Mathison,0.011324617159154239,0.0008442824575771744,0.9991557175424228,False
5,3,Jane Seymour,0.0006948255552188613,5.2012861884040845e-05,0.999947987138116,False
5,3,Sabrina Bryan,0.35511906626838574,0.017835845361728227,0.9821641546382718,False
5,3,Jennie Garth,0.02669170840303572,0.0019461307661652408,0.9980538692338348,False
5,3,Floyd Mayweather Jr.,0.042779425553287384,0.0030890104490909676,0.9969109895509091,False
5,3,Helio Castroneves,0.064109676438836,0.004565325105004338,0.9954346748949957,False
5,3,Mel B,0.44380666487291437,0.01885555349175789,0.9811444465082421,False
5,3,Wayne Newton,0.023678692167923048,0.0017418102926046093,0.9982581897073954,False
5,3,Marie Osmond,0.031704794285413285,0.0023315387068303544,0.9976684612931697,True
5,3,Mark Cuban,9.052929583146818e-05,6.736669059979214e-06,0.9999932633309401,False
5,4,Cameron Mathison,0.026029093246538935,0.0018872394844413201,0.9981127605155586,False
5,4,Jane Seymour,0.0032211095907348783,0.0002365356649028589,0.9997634643350971,False
5,4,Sabrina Bryan,0.43592121556781466,0.018435879563418044,0.9815641204365819,False
5,4,Jennie Garth,0.04741111015414656,0.003345085652517196,0.9966549143474828,True
5,4,Floyd Mayweather Jr.,0.03833282309102388,0.0027573444825237246,0.9972426555174763,False
5,4,Helio Castroneves,0.0875631111436359,0.006012603777614446,0.9939873962223855,False
5,4,Mel B,0.2962738432156753,0.016071464310055635,0.9839285356899443,False
5,4,Marie Osmond,0.03811706003593903,0.0027593965445173274,0.9972406034554827,False
5,4,Mark Cuban,0.02713063395449098,0.001951441839214745,0.9980485581607853,False
5,5,Cameron Mathison,0.050797844769751854,0.0035252637641270354,0.996474736235873,True
5,5,Jane Seymour,0.011774991047539573,0.000845539298231444,0.9991544607017686,False
5,5,Sabrina Bryan,0.4533796214616118,0.01766303451218292,0.9823369654878171,False
5,5,Jennie Garth,0.06947942973377255,0.004827205984265991,0.995172794015734,False
5,5,Helio Castroneves,0.04835303394861365,0.003369249973583381,0.9966307500264167,False
5,5,Mel B,0.16384120830730686,0.010333200533428429,0.9896667994665715,False
5,5,Marie Osmond,0.16341158808623646,0.01022739889106856,0.9897726011089314,False
5,5,Mark Cuban,0.03896228264516733,0.0027630855239094932,0.9972369144760905,False
5,6,Cameron Mathison,0.06827532730278188,0.004570597290175056,0.9954294027098249,False
5,6,Jane Seymour,0.017367074586496993,0.0012185393950260826,0.998781460604974,True
5,6,Sabrina Bryan,0.31586903224160445,0.015561712951263178,0.9844382870487368,False
5,6,Jennie Garth,0.10694863880032185,0.006950077935408445,0.9930499220645915,False
5,6,Helio Castroneves,0.0931913762008087,0.006144042089709561,0.9938559579102905,False
5,6,Mel B,0.2754747243952526,0.01436045018397134,0.9856395498160286,False
5,6,Marie Osmond,0.12287382647273358,0.007903999562431183,0.9920960004375688,False
5,7,Cameron Mathison,0.07395479487706366,0.004939002357627282,0.9950609976423728,False
5,7,Jane Seymour,0.022499745505445853,0.0015874579505214684,0.9984125420494785,False
5,7,Jennie Garth,0.3438800249796115,0.016551427364072998,0.983448572635927,False
5,7,Helio Castroneves,0.12773410642351246,0.008204585834674656,0.9917954141653254,False
5,7,Mel B,0.18452564527536736,0.011082923616220312,0.9889170763837797,False
5,7,Marie Osmond,0.24740568293899945,0.013660532664814934,0.9863394673351851,False
5,8,Cameron Mathison,0.09639714294031107,0.006689811718667301,0.9933101882813327,False
5,8,Jennie Garth,0.03821721435455862,0.0028041163274453306,0.9971958836725546,False
5,8,Helio Castroneves,0.48982035984630623,0.018690085414149803,0.9813099145858502,False
5,8,Mel B,0.22349927618388393,0.013544324150828313,0.9864556758491717,False
5,8,Marie Osmond,0.1520660066749403,0.009922600264818074,0.9900773997351819,False
5,9,Jennie Garth,0.13372344862914973,0.009223892312751813,0.9907761076872482,False
5,9,Helio Castroneves,0.10034637503115593,0.007113733853307959,0.9928862661466921,False
5,9,Mel B,0.5981556589487602,0.018050914625081103,0.9819490853749189,False
5,9,Marie Osmond,0.16777451739093427,0.011201510344338365,0.9887984896556616,False
5,10,Helio Castroneves,0.2946468088475708,0.01676206277045405,0.983237937229546,False
5,10,Mel B,0.25072670766697674,0.01488047741872914,0.9851195225812709,False
5,10,Marie Osmond,0.4546264834854527,0.019682880192233906,0.9803171198077661,False
6,1,Cristian de la Fuente,0.011129041734785725,0.009079215574502569,0.9909207844254975,False
6,1,Steve Guttenberg,3.978778439022674e-05,3.308891331709464e-05,0.9999669110866829,False
6,1,Priscilla Presley,3.454741821482213e-07,2.877472564721729e-07,0.9999997122527435,False
6,1,Marlee Matlin,0.00046575056177881825,0.0003807018515305877,0.9996192981484694,False
6,1,Shannon Elizabeth,0.01018071717807702,0.008389909356073673,0.9916100906439264,False
6,1,Marissa Jaret Winokur,0.0073979362564748005,0.006065584544660823,0.9939344154553392,False
6,1,Jason Taylor,0.015157430138514581,0.012489243528136098,0.9875107564718639,False
6,1,Kristi Yamaguchi,0.0047808860678669966,0.003953579401180075,0.9960464205988199,True
6,1,Monica Seles,0.010081625812046541,0.008215297987583919,0.9917847020124161,False
6,1,Penn Jillette,9.98235656015464e-06,8.260663534624539e-06,0.9999917393364653,False
6,1,Adam Carolla,0.00032634153792985735,0.00026729354044599096,0.999732706459554,False
6,1,Mario,0.9404301550973931,0.03470941266410613,0.9652905873358939,False
6,2,Cristian de la Fuente,0.019992151364386066,0.0016827958802963624,0.9983172041197036,False
6,2,Steve Guttenberg,0.0002871346028364282,2.4652357572267027e-05,0.9999753476424277,False
6,2,Priscilla Presley,1.5026285534795713e-05,1.2897819366238593e-06,0.9999987102180634,False
6,2,Marlee Matlin,0.002920703121240695,0.0002484522375004477,0.9997515477624995,False
6,2,Shannon Elizabeth,0.025241243071570822,0.0021245637608054697,0.9978754362391945,False
6,2,Marissa Jaret Winokur,0.016187121204030788,0.0013871199689217124,0.9986128800310783,False
6,2,Jason Taylor,0.041838418398557876,0.00347439027107329,0.9965256097289267,True
6,2,Kristi Yamaguchi,0.01863932603488194,0.001600160935067159,0.9983998390649328,False
6,2,Monica Seles,0.012921939227572175,0.0011081518544700621,0.9988918481455299,False
6,2,Penn Jillette,0.0001174712557407324,9.98695955226248e-06,0.9999900130404478,False
6,2,Adam Carolla,0.0015688692470853362,0.0001336425087295215,0.9998663574912705,False
6,2,Mario,0.8602705961865622,0.008437390039964958,0.9915626099600351,False
6,3,Cristian de la Fuente,0.17608086615858823,0.010391345321881287,0.9896086546781188,True
6,3,Steve Guttenberg,0.005596585501422609,0.00039347031576831307,0.9996065296842317,False
6,3,Priscilla Presley,0.0012979584277519503,9.14669174039994e-05,0.999908533082596,False
6,3,Marlee Matlin,0.028404883957968512,0.0019346904606163222,0.9980653095393837,False
6,3,Shannon Elizabeth,0.18431664826958857,0.010650496507373878,0.9893495034926261,False
6,3,Marissa Jaret Winokur,0.07386096977501917,0.00482934809246538,0.9951706519075346,False
6,3,Jason Taylor,0.23287566852836208,0.012779085334930074,0.9872209146650699,False
6,3,Kristi Yamaguchi,0.21429189391700515,0.012098263966799323,0.9879017360332006,False
6,3,Adam Carolla,0.08028213383954451,0.005309739919115527,0.9946902600808845,False
6,3,Mario,0.0029923916247491245,0.00020612857922659356,0.9997938714207734,False
6,4,Cristian de la Fuente,0.17579595878785859,0.010338726237888896,0.9896612737621111,False
6,4,Priscilla Presley,0.010769335097268459,0.0007599068921355067,0.9992400931078645,False
6,4,Marlee Matlin,0.004685744987180096,0.0003282593508820699,0.9996717406491179,False
6,4,Shannon Elizabeth,0.05927818818699168,0.003945904843779972,0.99605409515622,False
