season,week,method,contestant_id,judge_percent,fan_vote_est,fan_vote_min,fan_vote_max,uncertainty_width,certainty_score_0_1,week_slack_sum,week_consistency_CI,alpha_data_driven,tau_local,delta_local,is_eliminated_this_week
1,4,rank,Rachel Hunter | Jonathan Roberts,0.2717391304347826,1.0557975255016729e-07,0.0,0.06397840291123608,0.06397840291123608,0.6666666666666667,0.0,1.0,0.515797194017137,0.14735553246535615,0.191934580303652,True
1,4,rank,Joey McIntyre | Ashly DelGrosso,0.21739130434782608,0.5000001167017663,0.4999999958968575,0.6919346970054183,0.1919347011085608,2.644773466897732e-06,0.0,1.0,0.515797194017137,0.14735553246535615,0.191934580303652,False
1,5,rank,John O'Hurley | Charlotte Jorgensen,0.3698630136986301,0.32608092416139856,0.3260809012952043,0.3260809470275928,4.573238854277406e-08,0.0,0.0,1.0,0.6347308943344517,1.5685885230950496e-15,2.2866194283957337e-08,False
1,5,rank,Kelly Monaco | Alec Mazo,0.3219178082191781,0.2956482603754719,0.29564823750927766,0.2956482832416662,4.573238854277406e-08,0.0,0.0,1.0,0.6347308943344517,1.5685885230950496e-15,2.2866194283957337e-08,False
1,5,rank,Joey McIntyre | Ashly DelGrosso,0.3082191780821918,0.37827081856283656,0.3782707956966423,0.37827084142903084,4.573238854277406e-08,0.0,0.0,1.0,0.6347308943344517,1.5685885230950496e-15,2.2866194283957337e-08,True
1,6,rank,John O'Hurley | Charlotte Jorgensen,0.4954128440366973,0.5122889131397278,0.5122888982385666,0.512288928040889,2.9802322387695312e-08,0.0,0.0,1.0,0.4192954336525043,0.0,1.4901161193847656e-08,True
1,6,rank,Kelly Monaco | Alec Mazo,0.5045871559633027,0.4877110868602722,0.487711071959111,0.4877111017614334,2.9802322387695312e-08,0.0,0.0,1.0,0.4192954336525043,0.0,1.4901161193847656e-08,True
2,1,rank,Tatum O'Neal | Nick Kosovich,0.11794871794871795,0.11794869002986369,0.09444128822663271,0.14145609183309468,0.04701480360646197,0.0,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Tia Carrere | Maksim Chmerkoskiy,0.10256410256410256,0.1025640876891393,0.07905668588590832,0.1260714894923703,0.04701480360646197,0.0,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,George Hamilton | Edyta Sliwinska,0.09230769230769231,0.09230769861565102,0.06880029681242004,0.115815100418882,0.04701480360646196,3.3306690738754696e-16,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Lisa Rinna | Louis van Amstel,0.09743589743589744,0.09743589008923442,0.07392848828600344,0.1209432918924654,0.04701480360646196,3.3306690738754696e-16,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Stacy Keibler | Tony Dovolani,0.11282051282051282,0.11282048872637247,0.0893130869231415,0.13632789052960345,0.04701480360646196,3.3306690738754696e-16,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Jerry Rice | Anna Trebunskaya,0.1076923076923077,0.10769228759280537,0.08418488578957439,0.13119968939603635,0.04701480360646196,3.3306690738754696e-16,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Giselle Fernandez | Jonathan Roberts,0.11794871794871795,0.11794869011042475,0.09444128830719377,0.14145609191365574,0.04701480360646197,0.0,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Master P | Ashly DelGrosso,0.06153846153846154,0.1141026870419985,0.09999999643076868,0.1376100888452295,0.03761009241446081,0.20003723233055315,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Drew Lachey | Cheryl Burke,0.12307692307692308,0.12307689223174796,0.09956949042851698,0.14658429403497894,0.04701480360646196,3.3306690738754696e-16,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,False
2,1,rank,Kenny Mayne | Andrea Hale,0.06666666666666667,0.014102595357501685,0.0,0.03760999716073267,0.03760999716073267,0.20003925836747838,0.0,1.0,1.0,0.005525979395385471,0.023507401803230982,True
2,2,rank,Tatum O'Neal | Nick Kosovich,0.085,0.044537058209719066,0.017298903552796455,0.07177521286664168,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,True
2,2,rank,Tia Carrere | Maksim Chmerkoskiy,0.11,0.10701561036276827,0.07977745570584566,0.13425376501969088,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,George Hamilton | Edyta Sliwinska,0.11,0.10181406311118037,0.07457590845425775,0.12905221776810297,0.054476309313845214,2.220446049250313e-16,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Lisa Rinna | Louis van Amstel,0.1,0.09941485329767898,0.07217669864075636,0.12665300795460158,0.054476309313845214,2.220446049250313e-16,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Stacy Keibler | Tony Dovolani,0.145,0.12971714869002923,0.10247899403310662,0.15695530334695185,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Jerry Rice | Anna Trebunskaya,0.115,0.11211638078208516,0.08487822612516255,0.13935453543900778,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Giselle Fernandez | Jonathan Roberts,0.12,0.1198179326447378,0.09257977798781519,0.14705608730166042,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Master P | Ashly DelGrosso,0.08,0.15564825268473015,0.12841009802780753,0.18288640734165276,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,2,rank,Drew Lachey | Cheryl Burke,0.135,0.12991870648859502,0.1026805518316724,0.15715686114551763,0.05447630931384523,0.0,0.0,1.0,0.5,0.006677253622029914,0.02723815465692261,False
2,3,rank,Tia Carrere | Maksim Chmerkoskiy,0.14285714285714285,0.09786623351129722,0.010523312879057917,0.18520915414353653,0.17468584126447861,0.0,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,George Hamilton | Edyta Sliwinska,0.12087912087912088,0.08472298570844568,-6.519467082719192e-10,0.17206590634068497,0.1720659069926317,0.014997977242358629,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,Lisa Rinna | Louis van Amstel,0.13736263736263737,0.09105697981742493,0.0037140591851856225,0.17839990044966425,0.17468584126447861,0.0,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,Stacy Keibler | Tony Dovolani,0.14835164835164835,0.1131204910525465,0.02577757042030719,0.20046341168478582,0.17468584126447861,0.0,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,Jerry Rice | Anna Trebunskaya,0.1043956043956044,0.18750005879986922,0.1874999978562602,0.27484297943210856,0.08734298157584836,0.4999996511245067,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,Giselle Fernandez | Jonathan Roberts,0.12087912087912088,1.338613159250616e-08,0.0,0.0873429340183709,0.0873429340183709,0.49999992337025434,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,True
2,3,rank,Master P | Ashly DelGrosso,0.07692307692307693,0.31250003102987006,0.31249999608460033,0.39984295166210937,0.08734295557750904,0.49999979995362254,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,3,rank,Drew Lachey | Cheryl Burke,0.14835164835164835,0.11323321113476718,0.025890290502527877,0.2005761317670065,0.17468584126447861,0.0,0.0,1.0,0.4656640784853364,0.06103028627655723,0.08734292063223931,False
2,4,rank,Tia Carrere | Maksim Chmerkoskiy,0.15822784810126583,0.12804705897886964,0.12804699728957467,0.12804712066816462,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,4,rank,George Hamilton | Edyta Sliwinska,0.13291139240506328,0.10881727347863929,0.10881721178934432,0.10881733516793425,1.2337858992794715e-07,2.249626041006536e-10,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,4,rank,Lisa Rinna | Louis van Amstel,0.16455696202531644,0.1278069840616166,0.12780692237232164,0.1278070457509116,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,4,rank,Stacy Keibler | Tony Dovolani,0.16455696202531644,0.13883873621302248,0.1388386745237275,0.13883879790231746,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,4,rank,Jerry Rice | Anna Trebunskaya,0.1518987341772152,0.16969940987393617,0.1696993481846412,0.16969947156323115,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,4,rank,Master P | Ashly DelGrosso,0.05063291139240506,0.1815663353839842,0.18156627369468922,0.18156639707327918,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,True
2,4,rank,Drew Lachey | Cheryl Burke,0.17721518987341772,0.1452242062029317,0.14522414451363672,0.14522426789222667,1.2337858995570272e-07,0.0,0.0,1.0,0.5,2.663898379625225e-14,6.168929496882195e-08,False
2,5,rank,Tia Carrere | Maksim Chmerkoskiy,0.1456953642384106,0.1520763803734363,0.15207635153858018,0.1520764092082924,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,True
2,5,rank,George Hamilton | Edyta Sliwinska,0.15894039735099338,0.14352963766193041,0.1435296088270743,0.14352966649678653,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,False
2,5,rank,Lisa Rinna | Louis van Amstel,0.16556291390728478,0.1599861182664704,0.1599860894316143,0.15998614710132653,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,False
2,5,rank,Stacy Keibler | Tony Dovolani,0.1986754966887417,0.1814536237726338,0.18145359493777768,0.1814536526074899,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,False
2,5,rank,Jerry Rice | Anna Trebunskaya,0.152317880794702,0.18495668644768418,0.18495665761282806,0.1849567152825403,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,False
2,5,rank,Drew Lachey | Cheryl Burke,0.17880794701986755,0.17799756003509068,0.17799753120023457,0.1779975888699468,5.766971222787021e-08,0.0,0.0,1.0,0.4068769438058603,4.988693563096355e-15,2.8834856115172933e-08,False
2,6,rank,George Hamilton | Edyta Sliwinska,0.17293233082706766,0.17009217672611118,0.1700920798008702,0.17009227365135215,1.938504819443132e-07,0.0,0.0,1.0,0.2241394542697511,4.6972511682760234e-14,9.692524096721166e-08,True
2,6,rank,Lisa Rinna | Louis van Amstel,0.20300751879699247,0.1918912771175366,0.19189118019229562,0.19189137404277756,1.938504819443132e-07,0.0,0.0,1.0,0.2241394542697511,4.6972511682760234e-14,9.692524096721166e-08,False
2,6,rank,Stacy Keibler | Tony Dovolani,0.22556390977443608,0.21659007662643828,0.2165899797011973,0.21659017355167925,1.938504819443132e-07,0.0,0.0,1.0,0.2241394542697511,4.6972511682760234e-14,9.692524096721166e-08,False
2,6,rank,Jerry Rice | Anna Trebunskaya,0.17293233082706766,0.20799873988892004,0.20799864296367906,0.207998836814161,1.938504819443132e-07,0.0,0.0,1.0,0.2241394542697511,4.6972511682760234e-14,9.692524096721166e-08,False
2,6,rank,Drew Lachey | Cheryl Burke,0.22556390977443608,0.21342773580625607,0.2134276388810151,0.21342783273149704,1.938504819443132e-07,0.0,0.0,1.0,0.2241394542697511,4.6972511682760234e-14,9.692524096721166e-08,False
2,7,rank,Lisa Rinna | Louis van Amstel,0.25980392156862747,0.11449052576846673,0.02919877797534537,0.1997822735615881,0.17058349558624272,1.1102230246251565e-16,0.0,1.0,0.13613556239922267,0.02909872896642169,0.08529174779312136,True
2,7,rank,Stacy Keibler | Tony Dovolani,0.2696078431372549,0.26215532310950695,0.17686357531638558,0.34744707090262833,0.17058349558624275,0.0,0.0,1.0,0.13613556239922267,0.02909872896642169,0.08529174779312136,False
2,7,rank,Jerry Rice | Anna Trebunskaya,0.20098039215686275,0.3644905621323684,0.27919881433924704,0.4497823099254898,0.17058349558624275,0.0,0.0,1.0,0.13613556239922267,0.02909872896642169,0.08529174779312136,False
2,7,rank,Drew Lachey | Cheryl Burke,0.2696078431372549,0.25886359193644254,0.17357184414332116,0.3441553397295639,0.17058349558624275,0.0,0.0,1.0,0.13613556239922267,0.02909872896642169,0.08529174779312136,False
2,8,rank,Stacy Keibler | Tony Dovolani,0.33992071896021603,0.3220027605504869,0.3220027456493257,0.32200277545164807,2.9802322387695312e-08,0.0,0.0,1.0,0.5915710835423067,0.0,1.4901161193847656e-08,True
2,8,rank,Jerry Rice | Anna Trebunskaya,0.31620636785880724,0.355174740250781,0.3551747253496198,0.3551747551519422,2.9802322387695312e-08,0.0,0.0,1.0,0.5915710835423067,0.0,1.4901161193847656e-08,True
2,8,rank,Drew Lachey | Cheryl Burke,0.34387291318097685,0.3228224991987322,0.322822484297571,0.3228225140998934,2.9802322387695312e-08,0.0,0.0,1.0,0.5915710835423067,0.0,1.4901161193847656e-08,True
3,1,percent,Harry Hamlin | Ashly DelGrosso,0.08018867924528301,0.08018875340291404,0.08018847611904521,0.08018903068678286,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Vivica A. Fox | Nick Kosovich,0.10377358490566038,0.10377366671624662,0.1037733894323778,0.10377394400011544,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Monique Coleman | Louis van Amstel,0.08962264150943396,0.08962279633334841,0.08962251904947958,0.08962307361721723,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Joey Lawrence | Edyta Sliwinska,0.09905660377358491,0.09905661998824808,0.09905634270437925,0.0990568972721169,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Mario Lopez | Karina Smirnoff,0.12264150943396226,0.12264151676605986,0.12264123948219104,0.12264179404992868,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Emmitt Smith | Cheryl Burke,0.11320754716981132,0.11320748471073297,0.11320720742686415,0.1132077619946018,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Shanna Moakler | Jesse DeSoto,0.08490566037735849,0.08490584019664262,0.08490556291277379,0.08490611748051144,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Willa Ford | Maksim Chmerkoskiy,0.10377358490566038,0.10377360723186049,0.10377332994799167,0.10377388451572932,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Sara Evans | Tony Dovolani,0.07075471698113207,0.0707550471071708,0.07075476982330198,0.07075532439103963,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Jerry Springer | Kym Johnson,0.07547169811320754,0.07547171562038814,0.07547143833651931,0.07547199290425696,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,False
3,1,percent,Tucker Carlson | Elena Grinenko,0.05660377358490566,0.056602959185701435,0.05660268190183261,0.05660323646957026,5.545677376483926e-07,0.0,0.0,1.0,1.0,8.457497829914673e-13,2.7728386882095255e-07,True
3,2,percent,Harry Hamlin | Ashly DelGrosso,0.09130434782608696,0.08815357301102125,0.08264209621210215,0.09366504980994035,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Vivica A. Fox | Nick Kosovich,0.10434782608695652,0.10717404798740406,0.10166257118848496,0.11268552478632315,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Monique Coleman | Louis van Amstel,0.11304347826086956,0.10402189842318937,0.09851042162427028,0.10953337522210847,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Joey Lawrence | Edyta Sliwinska,0.12608695652173912,0.11554347218934366,0.11003199539042456,0.12105494898826276,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Mario Lopez | Karina Smirnoff,0.09130434782608696,0.11065231984903896,0.10514084305011986,0.11616379664795806,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Emmitt Smith | Cheryl Burke,0.10434782608695652,0.11217389429191925,0.10666241749300015,0.11768537109083835,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Shanna Moakler | Jesse DeSoto,0.09565217391304348,0.07996149664138201,0.07445001984246291,0.08547297344030111,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,True
3,2,percent,Willa Ford | Maksim Chmerkoskiy,0.1,0.1050001366228344,0.0994886598239153,0.1105116134217535,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Sara Evans | Tony Dovolani,0.09130434782608696,0.08431374358248467,0.07880226678356557,0.08982522038140377,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,2,percent,Jerry Springer | Kym Johnson,0.08260869565217391,0.09300542143712763,0.08749394463820853,0.09851689823604673,0.011022953597838198,0.0,0.0,1.0,0.5,0.0003037637650502353,0.0055114767989191,False
3,3,percent,Harry Hamlin | Ashly DelGrosso,0.10628019323671498,0.09676646642041403,0.09494620934317076,0.0985867234976573,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,True
3,3,percent,Vivica A. Fox | Nick Kosovich,0.13043478260869565,0.12312228333438857,0.1213020262571453,0.12494254041163184,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Monique Coleman | Louis van Amstel,0.13043478260869565,0.12132591558303056,0.11950565850578729,0.12314617266027383,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Joey Lawrence | Edyta Sliwinska,0.10628019323671498,0.11640308672288885,0.11458282964564558,0.11822334380013212,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Mario Lopez | Karina Smirnoff,0.10628019323671498,0.11361559025470738,0.11179533317746411,0.11543584733195066,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Emmitt Smith | Cheryl Burke,0.09178743961352658,0.1112608989778013,0.10944064190055802,0.11308115605504457,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Willa Ford | Maksim Chmerkoskiy,0.10628019323671498,0.11039440486682044,0.10857414778957716,0.11221466194406371,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Sara Evans | Tony Dovolani,0.12077294685990338,0.1054982559694471,0.10367799889220383,0.10731851304669038,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,3,percent,Jerry Springer | Kym Johnson,0.10144927536231885,0.10161310452716807,0.0997928474499248,0.10343336160441134,0.003640514154486546,0.0,0.0,1.0,0.47565469516305886,2.9820022445288032e-05,0.0018202570772432739,False
3,4,percent,Vivica A. Fox | Nick Kosovich,0.12121212121212122,0.1054180646141903,0.09525070968624938,0.11558541954213122,0.020334709855881844,1.3322676295501878e-15,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,True
3,4,percent,Monique Coleman | Louis van Amstel,0.12121212121212122,0.12658489801985176,0.11641754309191084,0.1367522529477927,0.020334709855881858,6.661338147750939e-16,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Joey Lawrence | Edyta Sliwinska,0.13636363636363635,0.13329479480021475,0.12312743987227383,0.14346214972815569,0.020334709855881858,6.661338147750939e-16,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Mario Lopez | Karina Smirnoff,0.14646464646464646,0.13799238761260113,0.1278250326846602,0.14815974254054207,0.020334709855881872,0.0,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Emmitt Smith | Cheryl Burke,0.12121212121212122,0.12201903075213591,0.11185167582419499,0.13218638568007685,0.020334709855881858,6.661338147750939e-16,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Willa Ford | Maksim Chmerkoskiy,0.1414141414141414,0.13355005655371127,0.12338270162577035,0.1437174114816522,0.020334709855881858,6.661338147750939e-16,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Sara Evans | Tony Dovolani,0.10101010101010101,0.1256203654249452,0.11545301049700428,0.13578772035288614,0.020334709855881858,6.661338147750939e-16,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,4,percent,Jerry Springer | Kym Johnson,0.1111111111111111,0.11552040645338595,0.10535305152544502,0.12568776138132687,0.020334709855881844,1.3322676295501878e-15,0.0,1.0,0.590253439460153,0.0008270008498457973,0.010167354927940927,False
3,5,percent,Monique Coleman | Louis van Amstel,0.14917127071823205,0.14402084693068343,0.1345187276087837,0.15352296625258316,0.019004238643799465,0.0,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,False
3,5,percent,Joey Lawrence | Edyta Sliwinska,0.13812154696132597,0.14543163678628432,0.13592951746438459,0.15493375610818405,0.019004238643799465,0.0,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,False
3,5,percent,Mario Lopez | Karina Smirnoff,0.14917127071823205,0.15258502157839288,0.14308290225649314,0.1620871409002926,0.019004238643799465,0.0,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,False
3,5,percent,Emmitt Smith | Cheryl Burke,0.14917127071823205,0.1405931095976733,0.13109099027577356,0.15009522891957303,0.019004238643799465,0.0,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,False
3,5,percent,Willa Ford | Maksim Chmerkoskiy,0.14917127071823205,0.1314713270891534,0.12196920776725367,0.1401886093337931,0.018219401566539423,0.04129800156535668,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,True
3,5,percent,Sara Evans | Tony Dovolani,0.13259668508287292,0.13785186414897108,0.12834974482707134,0.1473539834708708,0.019004238643799465,0.0,0.0,1.0,0.3283725467260305,0.000632031901253341,0.009502119321899727,True
