celebrity_name,ballroom_partner,season,celebrity_age_during_season,celebrity_industry,celebrity_homecountry/region,results,final_placement,reached_finale,age_group,profession_category,is_us_contestant,gender,overall_avg_score,max_score,min_score,score_range,weeks_competed,score_trend_slope,score_trend_r2,weeks_with_scores,trend_category,avg_judge_disagreement,max_judge_disagreement,avg_judge_range,partner_experience,partner_wins_current,historical_avg_rank,historical_wins,is_controversial_case,is_controversial,rank_discrepancy,scoring_system,has_judge_elimination,is_allstar_season,last_2_weeks_momentum,week1_total,week1_avg,week1_judges,week1_judge_std,week1_judge_range,week1_judge_score_ratio,week1_status,week2_total,week2_avg,week2_judges,week2_judge_std,week2_judge_range,week2_judge_score_ratio,week2_status,week3_total,week3_avg,week3_judges,week3_judge_std,week3_judge_range,week3_judge_score_ratio,week3_status,week4_total,week4_avg,week4_judges,week4_judge_std,week4_judge_range,week4_judge_score_ratio,week4_status,week5_total,week5_avg,week5_judges,week5_judge_std,week5_judge_range,week5_judge_score_ratio,week5_status,week6_total,week6_avg,week6_judges,week6_judge_std,week6_judge_range,week6_judge_score_ratio,week6_status,week7_total,week7_avg,week7_judges,week7_judge_std,week7_judge_range,week7_judge_score_ratio,week7_status,week8_total,week8_avg,week8_judges,week8_judge_std,week8_judge_range,week8_judge_score_ratio,week8_status,week9_total,week9_avg,week9_judges,week9_judge_std,week9_judge_range,week9_judge_score_ratio,week9_status,week10_total,week10_avg,week10_judges,week10_judge_std,week10_judge_range,week10_judge_score_ratio,week10_status
Stacy Keibler,Tony Dovolani,2,26,Athlete,United States,3rd Place,3,1,25-34,Athlete,1,Unknown,0.9173604166666667,1.0,0.7333333333333333,0.2666666666666667,8,0.020700595238095275,0.3315342390947833,8,Stable,0.34881338200927736,1.1547005383792517,0.6041625000000002,21,1.0,7.666666666666667,1,0,0,-2.0,Rank,0,0,,22.0,7.333333333333333,3,1.1547005383792517,2.0,0.7333333333333333,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,30.0,10.0,3,0.0,0.0,1.0,Active,30.0,10.0,3,0.0,0.0,1.0,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active,28.6665,9.5555,3,0.192430844720903,0.33330000000000126,0.95555,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Jerry Rice,Anna Trebunskaya,2,43,Athlete,United States,2nd Place,2,1,35-44,Athlete,1,Male,0.7506941666666668,0.8888866666666667,0.6333333333333333,0.2555533333333334,8,0.015145317460317482,0.223140464088027,8,No_Clear_Trend,0.34882059888764216,0.5773502691896258,0.6041749999999999,11,0.0,8.181818181818182,0,1,1,4.0,Rank,0,0,,21.0,7.0,3,0.0,0.0,0.7,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,20.5,6.833333333333333,3,0.28867513459481287,0.5,0.6833333333333333,Active,26.666600000000003,8.888866666666667,3,0.1924885797478208,0.33339999999999925,0.8888866666666667,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Giselle Fernandez,Jonathan Roberts,2,44,News Anchor,Mexico,Eliminated Week 3,8,0,35-44,Other,0,Unknown,0.7666666666666667,0.8,0.7333333333333333,0.06666666666666676,3,-0.01666666666666683,0.2500000000000009,3,No_Clear_Trend,0.3849001794597506,0.5773502691896258,0.6666666666666666,7,0.0,8.714285714285714,0,0,0,-4.0,Rank,0,0,,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,24.0,8.0,3,0.0,0.0,0.8,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Master P,Ashly DelGrosso,2,35,Singer/Rapper,United States,Eliminated Week 4,7,0,25-34,Music,1,Unknown,0.4166666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666,4,-0.04666666666666663,0.28000000000000014,4,No_Clear_Trend,0.7216878364870322,1.1547005383792517,1.25,4,0.0,7.25,0,0,0,3.0,Rank,0,0,,12.0,4.0,3,0.0,0.0,0.4,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,14.0,4.666666666666667,3,1.1547005383792517,2.0,0.4666666666666667,Active,8.0,2.6666666666666665,3,1.1547005383792515,2.0,0.26666666666666666,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Drew Lachey,Cheryl Burke,2,29,Singer/Rapper,United States,1st Place,1,1,25-34,Music,1,Male,0.9145825000000001,1.0,0.8,0.19999999999999996,8,0.018055,0.5673675018051572,8,Stable,0.10825317547305482,0.5773502691896257,0.1875,25,2.0,5.8,2,0,0,1.0,Rank,0,0,,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,27.0,9.0,3,0.0,0.0,0.9,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,27.0,9.0,3,0.0,0.0,0.9,Active,30.0,10.0,3,0.0,0.0,1.0,Active,27.5,9.166666666666666,3,0.2886751345948129,0.5,0.9166666666666666,Active,28.9998,9.6666,3,0.0,0.0,0.96666,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Kenny Mayne,Andrea Hale,2,46,Sports Broadcaster,United States,Eliminated Week 1,10,0,45-54,Other,1,Unknown,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,1,0.0,0.0,0,Insufficient_Data,0.5773502691896258,0.5773502691896258,1.0,1,0.0,10.0,0,0,0,-1.0,Rank,0,0,,13.0,4.333333333333333,3,0.5773502691896258,1.0,0.43333333333333335,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated
Harry Hamlin,Ashly DelGrosso,3,54,Actor/Actress,United States,Eliminated Week 3,9,0,45-54,Screen,1,Unknown,0.6666666666666666,0.7333333333333333,0.5666666666666667,0.16666666666666663,3,0.08333333333333316,0.8928571428571428,3,Improving,0.3849001794597506,0.5773502691896258,0.6666666666666666,4,0.0,7.25,0,0,0,0.0,Percent,0,0,,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,21.0,7.0,3,0.0,0.0,0.7,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Vivica A. Fox,Nick Kosovich,3,42,Actor/Actress,United States,Eliminated Week 4,8,0,35-44,Screen,1,Unknown,0.8083333333333333,0.9,0.7333333333333333,0.16666666666666674,4,0.029999999999999992,0.3176470588235293,4,Stable,0.2886751345948129,1.1547005383792517,0.5,2,0.0,8.5,0,0,0,-2.0,Percent,0,0,,22.0,7.333333333333333,3,1.1547005383792517,2.0,0.7333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,24.0,8.0,3,0.0,0.0,0.8,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Monique Coleman,Louis van Amstel,3,25,Actor/Actress,United States,Eliminated Week 8,4,0,Under 25,Screen,1,Unknown,0.83125,0.9,0.6333333333333333,0.2666666666666667,8,0.019246031746031792,0.2490537070859472,8,No_Clear_Trend,0.3247595264191645,1.1547005383792517,0.5625,11,0.0,7.0,0,0,0,0.0,Percent,0,0,,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,23.0,7.666666666666667,3,1.1547005383792517,2.0,0.7666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,26.5,8.833333333333334,3,0.2886751345948129,0.5,0.8833333333333333,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Joey Lawrence,Edyta Sliwinska,3,30,Actor/Actress,United States,3rd Place,3,1,25-34,Screen,1,Unknown,0.8629629629629629,0.9833333333333333,0.7,0.2833333333333333,9,0.021111111111111115,0.31923360353721464,9,Stable,0.399786245705924,1.1547005383792517,0.7222222222222222,11,0.0,7.545454545454546,0,0,0,-1.0,Percent,0,0,,21.0,7.0,3,0.0,0.0,0.7,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,22.0,7.333333333333333,3,1.1547005383792517,2.0,0.7333333333333333,Active,27.0,9.0,3,0.0,0.0,0.9,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,24.0,8.0,3,0.0,0.0,0.8,Active,28.5,9.5,3,0.5,1.0,0.95,Active,27.0,9.0,3,0.5,1.0,0.9,Active,29.5,9.833333333333334,3,0.2886751345948129,0.5,0.9833333333333333,Active,0.0,,0,,,,Eliminated
Mario Lopez,Karina Smirnoff,3,32,Actor/Actress,United States,2nd Place,2,1,25-34,Screen,1,Unknown,0.8955553333333335,0.9888866666666668,0.7,0.28888666666666685,10,0.024848363636363696,0.5494831691410715,10,Stable,0.5156590194885575,1.1547005383792517,0.93334,18,1.0,6.722222222222222,1,0,0,-1.0,Percent,0,0,,26.0,8.666666666666666,3,0.5773502691896257,1.0,0.8666666666666667,Active,21.0,7.0,3,1.0,2.0,0.7,Active,22.0,7.333333333333333,3,1.1547005383792517,2.0,0.7333333333333333,Active,29.0,9.666666666666666,3,0.5773502691896257,1.0,0.9666666666666667,Active,27.0,9.0,3,0.0,0.0,0.9,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,28.0,9.333333333333334,3,0.2886751345948129,0.5,0.9333333333333333,Active,28.5,9.5,3,0.5,1.0,0.95,Active,29.5,9.833333333333334,3,0.2886751345948129,0.5,0.9833333333333333,Active,29.666600000000003,9.888866666666667,3,0.1924885797478208,0.33339999999999925,0.9888866666666668,Active
Emmitt Smith,Cheryl Burke,3,37,Athlete,United States,1st Place,1,1,35-44,Athlete,1,Unknown,0.8588886666666667,0.9888866666666668,0.6333333333333333,0.3555533333333335,10,0.028484727272727346,0.6315017840427086,10,Stable,0.26358642527218856,0.5773502691896258,0.48333999999999994,25,2.0,5.8,2,0,0,2.0,Percent,0,0,,24.0,8.0,3,0.0,0.0,0.8,Active,24.0,8.0,3,0.0,0.0,0.8,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,28.5,9.5,3,0.5,1.0,0.95,Active,27.0,9.0,3,0.5,1.0,0.9,Active,29.5,9.833333333333334,3,0.2886751345948129,0.5,0.9833333333333333,Active,29.666600000000003,9.888866666666667,3,0.1924885797478208,0.33339999999999925,0.9888866666666668,Active
Shanna Moakler,Jesse DeSoto,3,31,Model,United States,Eliminated Week 2,10,0,25-34,Model,1,Unknown,0.6666666666666666,0.7333333333333333,0.6,0.1333333333333333,2,0.13333333333333333,1.0,2,Insufficient_Data,0.7886751345948129,1.0,1.5,1,0.0,10.0,0,0,0,-1.0,Percent,0,0,,18.0,6.0,3,1.0,2.0,0.6,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated
Willa Ford,Maksim Chmerkoskiy,3,25,Singer/Rapper,United States,Eliminated Week 5,7,0,Under 25,Music,1,Unknown,0.8133333333333332,0.9333333333333333,0.7333333333333333,0.20000000000000007,5,0.05000000000000001,0.677710843373494,5,Improving,0.4618802153517006,0.5773502691896258,0.8,17,1.0,6.0,1,0,0,-2.0,Percent,0,0,,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,23.0,7.666666666666667,3,0.5773502691896258,1.0,0.7666666666666667,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,28.0,9.333333333333334,3,0.5773502691896257,1.0,0.9333333333333333,Active,27.0,9.0,3,0.0,0.0,0.9,Active,0.0,,0,,,,Skip,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Sara Evans,Tony Dovolani,3,35,Singer/Rapper,United States,Withdrew,6,0,25-34,Music,1,Unknown,0.7,0.8333333333333334,0.5,0.33333333333333337,5,0.05666666666666666,0.4661290322580647,5,Improving,0.2309401076758503,0.5773502691896258,0.4,21,1.0,7.666666666666667,1,0,0,1.0,Percent,0,0,,15.0,5.0,3,0.0,0.0,0.5,Active,21.0,7.0,3,0.0,0.0,0.7,Active,25.0,8.333333333333334,3,0.5773502691896257,1.0,0.8333333333333334,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,24.0,8.0,3,0.0,0.0,0.8,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Jerry Springer,Kym Johnson,3,62,TV Personality,England,Eliminated Week 7,5,0,55+,Screen,0,Male,0.6809523809523809,0.8,0.5333333333333333,0.2666666666666667,7,0.0261904761904762,0.34770114942528796,7,Stable,0.4315322774519558,1.0,0.7857142857142857,14,2.0,6.285714285714286,2,0,0,3.0,Percent,0,0,,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,21.0,7.0,3,0.0,0.0,0.7,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,18.0,6.0,3,1.0,2.0,0.6,Active,23.0,7.666666666666667,3,0.28867513459481287,0.5,0.7666666666666667,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Tucker Carlson,Elena Grinenko,3,37,TV Personality,United States,Eliminated Week 1,11,0,35-44,Screen,1,Unknown,0.4,0.4,0.4,0.0,1,0.0,0.0,0,Insufficient_Data,1.0,1.0,2.0,2,0.0,9.5,0,0,0,0.0,Percent,0,0,,12.0,4.0,3,1.0,2.0,0.4,Active,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip,0.0,,0,,,,Skip
John Ratzenberger,Edyta Sliwinska,4,59,Actor/Actress,United States,Eliminated Week 7,6,0,55+,Screen,1,Male,0.6357142857142858,0.75,0.5333333333333333,0.21666666666666667,7,0.01250000000000001,0.12614416475972512,7,No_Clear_Trend,0.32991443953692906,0.5773502691896258,0.5714285714285714,11,0.0,7.545454545454546,0,0,0,2.0,Percent,0,0,,17.0,5.666666666666667,3,0.5773502691896258,1.0,0.5666666666666667,Active,21.0,7.0,3,0.0,0.0,0.7,Active,20.0,6.666666666666667,3,0.5773502691896258,1.0,0.6666666666666666,Active,16.0,5.333333333333333,3,0.5773502691896258,1.0,0.5333333333333333,Active,18.0,6.0,3,0.0,0.0,0.6,Active,19.0,6.333333333333333,3,0.5773502691896258,1.0,0.6333333333333333,Active,22.5,7.5,3,0.0,0.0,0.75,Active,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated,0.0,,0,,,,Eliminated
Ian Ziering,Cheryl Burke,4,42,Actor/Actress,United States,Eliminated Week 9,4,0,35-44,Screen,1,Unknown,0.8092592592592592,0.9666666666666667,0.7,0.2666666666666667,9,0.023611111111111104,0.6466288782816227,9,Stable,0.23941117093102793,1.0,0.4444444444444444,25,2.0,5.8,2,0,0,0.0,Percent,0,0,,21.0,7.0,3,0.0,0.0,0.7,Active,22.0,7.333333333333333,3,0.5773502691896258,1.0,0.7333333333333333,Active,24.0,8.0,3,0.0,0.0,0.8,Active,24.0,8.0,3,1.0,2.0,0.8,Active,24.0,8.0,3,0.0,0.0,0.8,Active,24.0,8.0,3,0.0,0.0,0.8,Active,27.0,9.0,3,0.0,0.0,0.9,Active,23.5,7.833333333333333,3,0.28867513459481287,0.5,0.7833333333333333,Active,29.0,9.666666666666666,3,0.2886751345948129,0.5,0.9666666666666667,Active,0.0,,0,,,,Eliminated
